livro_id,autor_id
12012,1426
12878,2081
14882,2773
3624,2968
232,2719
3615,3964
2297,853
11718,3955
872,506
13426,239
9900,539
14173,1059
5640,870
12157,1136
10193,4025
1677,4145
3602,4300
13182,305
1191,907
5751,4624
6437,3390
14484,160
4160,1644
5695,4328
9016,2192
4223,2334
5949,996
3071,579
2308,4534
10127,1866
7571,3026
11578,2215
5705,3782
7495,3752
201,3493
6712,1897
4108,4033
10471,2035
13828,1820
796,4992
1791,2393
8220,3997
14591,2803
14014,855
2053,914
11789,2500
2748,80
12464,629
10322,1130
8488,672
11955,224
13955,1735
7826,2606
5530,4285
4169,4433
8476,3836
893,4178
10912,95
10410,264
160,4496
4107,1057
1003,3874
7492,3310
10624,103
4373,4937
13930,3527
2605,1015
12572,2889
2882,1325
12686,4703
670,4755
4887,1955
1534,2942
2124,3364
3417,4940
12294,2286
10584,1794
9496,929
12,549
7161,1265
14862,2111
3210,51
5789,549
2028,4339
8975,4101
8015,3779
6600,4502
3354,100
12832,1009
11475,4478
13866,257
13616,149
13744,3671
14116,3845
8178,424
10567,2486
6074,78
13240,1308
5674,4207
11798,3263
8786,936
7231,1961
7824,875
4626,4650
5847,4024
7550,4427
13743,500
8281,2089
13218,3709
12016,3235
9266,2115
10198,594
10212,2290
4398,3279
2103,4813
12988,1497
5587,4412
2090,855
12254,2852
7513,3116
12213,2464
4287,1233
10135,3354
4180,1072
1135,2494
9192,2683
10697,4363
7135,200
8591,1556
13187,4682
14987,3633
14891,3528
4977,727
8705,1532
10708,4914
4754,459
9850,977
11696,57
1075,2867
1019,2602
2689,2575
11528,1028
717,868
2619,3440
2917,2444
12842,666
14740,2667
90,1202
6982,1938
4933,4409
8256,1152
13608,2751
1982,1962
7624,3893
9711,4526
12386,2709
1890,4691
3999,1037
992,2805
13496,3479
865,442
13317,2396
12612,1555
12822,1067
14841,4238
3322,4720
13961,764
14713,1730
5442,1584
13447,2064
4876,480
14341,243
11641,3334
4646,3952
10946,960
1801,94
1482,947
14939,4596
10908,3479
12558,3010
4527,985
9747,4004
6390,2354
2419,2539
8817,573
4409,3147
4816,2160
2935,1699
11156,2638
3550,3655
11679,2075
1684,3810
9351,2266
1888,2722
6052,845
4056,3526
11760,794
8475,1672
2905,3557
8251,4909
10346,882
12953,2448
898,1664
10788,4094
9291,531
1730,2148
1760,4127
4359,3987
13798,3300
6108,2644
9558,4792
1499,3874
8012,1734
9512,643
148,1368
5769,2549
1088,3648
13942,1117
12309,895
10801,4663
10528,411
12466,660
11597,4023
830,711
1462,4479
7327,3152
12370,4422
14627,2363
1468,1366
1487,4211
2179,2917
7071,3483
14303,2255
12586,1345
5667,4327
11951,4558
11886,1942
13653,3113
7804,2706
8035,835
8536,3402
11420,4443
2343,1245
436,2269
11156,3710
6960,1685
7292,2576
6722,2739
9201,3013
6261,2771
3630,201
7570,656
11041,4854
6134,2401
13182,4740
1031,2720
13971,278
1748,2387
5544,2080
2533,2625
8568,4001
6814,3715
583,1720
5062,4780
518,4296
5953,362
11113,2312
4727,2717
7049,2124
396,4445
10494,4285
12797,727
2955,2210
6134,4429
9893,4211
8725,4972
2554,186
13761,1187
2598,2193
4987,2502
10055,1895
14001,4507
12747,1857
13128,3630
10916,3927
13421,1308
4750,4544
164,4830
2108,1628
3702,2053
10182,4848
8691,4651
13097,972
6220,1120
9791,3166
10332,1353
518,4851
13070,2347
8290,4518
3250,3531
9409,773
2762,3430
9265,1665
10958,2816
13021,3451
2442,238
11084,947
13134,3930
7619,372
6117,1768
8524,4690
9528,3218
9987,800
7201,713
1991,247
11698,1155
4551,80
4131,1
618,1330
3887,4483
10608,3084
604,1884
12453,4988
10250,3595
12818,4222
8198,3563
7909,2320
11649,1743
3490,2992
10257,3533
7009,2665
4043,2342
3021,4640
3585,2411
13757,1826
11828,3966
3431,478
9860,1333
14552,1141
4159,4087
5539,3681
4469,3107
5695,1500
2264,4609
7475,3800
1039,2793
1680,3642
6565,4167
12,3308
731,383
9505,279
6031,4185
10443,486
13139,130
3348,4143
3309,4615
11776,2075
9104,2041
614,1712
11142,1394
4310,2468
2268,2638
4371,796
14623,4686
98,4791
14433,4597
9127,4117
5549,4245
6036,4031
6601,980
8502,1630
8961,4426
14540,1683
7540,192
5203,3153
13257,4449
141,4488
8558,2176
7939,4960
2298,1244
1470,4172
4250,4796
12992,4075
10342,3139
3226,727
6553,2843
4579,2017
8335,4520
8603,847
6335,3475
5498,2688
2333,1639
8130,2926
6974,2635
13523,2254
89,4620
1701,4297
2707,3477
3585,105
7194,4914
14506,927
6357,2034
11152,785
5874,3914
3526,3357
1469,724
1873,2992
7321,3368
9851,1504
13804,939
828,3444
14801,3296
11022,4531
7074,1370
9674,4359
10846,4416
8083,3079
13675,4754
2014,771
4992,2291
6651,646
4121,1941
1035,2091
8053,2414
13300,4970
8985,3514
11582,3357
3433,4378
13495,4864
13161,4126
7313,724
2960,4084
555,1837
13089,4456
13601,3278
8853,3105
8200,834
7104,1937
10111,260
6707,1141
5505,123
4077,4739
13777,4332
11961,269
6476,3815
14200,1063
13086,2762
7505,3265
4027,3058
1998,2195
1582,2706
7637,1041
13574,4506
941,3868
7417,594
8531,2548
13805,697
7375,544
5740,2923
5020,3585
5103,4495
4569,4213
5227,4073
3233,1366
12752,3425
14149,3926
282,3169
9663,3394
11387,56
5838,464
12734,672
4067,4451
13821,1498
3561,871
14291,4216
13733,1067
168,572
14864,4111
11094,1308
6872,2239
6176,4326
245,1621
4703,2582
2570,3758
5360,3383
8993,1399
7119,983
2717,1295
13836,4013
2586,3238
1203,1294
9683,3025
2362,3073
2678,2155
3882,288
6139,3162
3444,1568
2106,1657
4435,1092
4448,1717
220,4218
8382,1303
4265,1145
11579,2651
3928,4706
3512,2209
11195,41
13676,3748
2808,3033
615,656
4742,2153
4608,654
2800,3623
9899,3695
2703,2012
5426,1506
2776,3276
12632,2704
2943,2855
12371,3853
4293,2098
7273,1688
12755,4836
6430,4430
10884,1295
7325,4279
13601,1356
6143,1850
3628,765
8006,700
100,1679
2714,3767
11458,2111
3195,3719
6779,562
2951,455
9981,2772
14614,4639
5131,1016
9134,3344
7086,3015
11608,4605
3373,2762
9869,674
10437,4435
8841,411
8841,3854
3044,3847
5793,58
13416,4976
3808,422
14201,3740
7152,4463
4708,2952
8671,4756
10447,137
4704,2460
7342,3648
14411,1210
9751,619
4745,911
2315,3306
4287,252
8919,1582
843,1452
10241,2242
14914,466
7694,2776
11400,1792
1716,424
13500,3814
945,1803
11060,1927
4860,3265
1921,1316
9753,3695
5995,2374
599,1351
14918,1483
8868,932
10252,2816
11111,52
9758,2247
6192,1969
9599,3193
11333,4652
12715,1198
194,1577
14187,4696
11081,3625
11757,1105
7684,1847
7903,1932
1015,1216
14388,3586
9376,4677
13708,3643
7585,3250
1226,776
6830,2217
14364,1585
5575,572
10692,2541
6191,862
4848,2931
1818,1367
4822,4203
3554,718
11699,4470
12904,2909
9488,945
10373,2717
1539,122
742,189
1232,1464
9957,1871
13184,220
9645,2988
7567,4911
11643,2273
3223,761
14957,1914
9889,3447
14601,3135
13577,3192
14901,3108
13676,1265
11065,2958
12363,4530
10245,3776
1058,3724
12564,1281
1637,4590
4770,2141
11289,3508
8637,1783
3695,4059
14912,2774
3003,1943
13547,3239
11087,3181
13949,1903
12755,4616
3968,1357
2499,3375
8097,4729
4906,4322
8690,149
12350,1567
12993,3618
8978,1233
9532,4107
3668,3626
6176,2332
12181,184
4168,4736
7259,1431
1074,1700
8273,1752
56,2257
1738,4804
6100,1431
2122,2792
13362,78
2316,150
130,196
9401,4515
1467,2536
3303,4045
10292,783
11445,58
1734,4362
2619,1441
11129,1416
13196,3120
3967,4655
3714,2231
3516,1613
13555,363
6242,3129
8319,1791
2782,3090
2354,2734
11367,4701
503,2733
6056,489
13478,2000
191,4377
2709,1492
5840,4805
3829,3758
5969,4564
11852,4722
8268,2597
3508,1744
14821,2450
2343,453
5111,3147
12474,2408
2069,3999
12262,1978
2612,146
6030,2267
1518,1768
7878,3149
1911,3091
7045,4034
4093,529
5403,906
4104,2306
12197,1346
10419,2051
13459,1461
3509,1708
10215,2565
12908,3977
4203,2930
2922,4547
4319,1553
12575,1958
9319,3142
2840,2420
7215,2557
244,3198
5103,3021
9488,1371
9054,3998
8443,2866
1909,356
1856,4215
12820,2379
9187,3869
11603,2937
1450,2094
667,693
13659,906
7297,2248
8020,1476
3876,4762
9888,3374
1449,3147
14097,430
4282,205
8139,4871
1305,2545
9959,3387
636,3819
984,4285
13445,1256
4944,3604
1000,2355
1777,4249
1348,967
11961,1081
12938,4396
2785,4410
6558,1664
14906,2281
4553,3041
4008,3311
9301,1062
51,614
9599,2111
14685,3779
12661,1200
3456,3642
12455,2239
12454,3118
14442,4276
9434,1100
9434,1554
6185,784
40,3672
3956,4409
6327,2310
6777,865
14717,2564
8582,1431
2316,1688
4362,3983
9913,1347
4796,4449
4498,2998
8176,3456
5715,1598
10630,2702
5710,3792
3640,1334
4711,3286
13318,294
6556,2999
8131,3928
2950,937
14751,3728
9102,3213
11927,1713
1179,4883
9185,226
2058,2577
6938,3793
11815,1582
906,1893
10869,1584
5563,1473
4375,243
12907,473
10640,1287
13025,4921
2996,4523
11092,2690
2109,4842
8946,3503
2400,4321
11874,4180
14100,271
12456,425
11483,2686
9603,3335
12461,879
412,309
12211,2055
9048,2334
12791,1184
10669,1897
6706,611
8970,2703
13302,4129
14220,4310
14137,4921
3509,4987
194,4810
9842,3159
7823,4213
998,1385
11130,4040
14930,2045
11618,4107
12922,4234
2182,20
8235,1879
2474,1492
8128,2066
12582,3939
3459,785
11737,520
13438,2198
5330,4456
13403,228
2182,930
10906,1781
12346,1077
3365,353
188,4048
603,2008
2867,2370
741,875
3354,1905
3221,1538
13114,2477
6944,4186
2727,4392
4803,2672
7427,1347
13414,4158
1395,3931
2174,4385
8449,1727
1554,3780
4783,3500
3535,4766
14444,1299
10294,4822
5564,3832
14150,2281
1987,4699
8912,832
10768,4680
1573,4309
2567,4059
11108,1820
12811,942
4567,4385
12245,4534
11286,4011
1811,3109
5523,142
2393,1598
9116,3693
4575,3509
6839,619
7077,987
8300,199
3957,4917
7690,2162
14842,4031
598,3440
9061,4294
12594,1104
10816,3028
9841,3778
10173,3430
3065,4010
8807,662
11824,2416
2290,2944
14912,1751
12648,3070
9856,990
2125,4008
14798,4700
8972,2319
112,452
1308,3859
5668,2091
14295,3819
8423,3753
1255,347
8137,2242
13455,1495
13418,4299
4837,3478
2196,2393
5551,1630
10277,4636
14522,3195
1699,1254
10418,2536
12829,2476
13463,3792
1643,1131
6086,694
7104,2616
12611,3430
13582,3351
11915,3759
4333,1558
9955,1341
3977,1794
3962,1460
8539,2596
7495,3865
290,1689
658,2873
1548,4989
6151,4900
2,2571
1295,387
14173,810
12734,1509
3493,3528
840,2499
11797,4174
2588,4115
363,219
6074,1677
3816,3938
12656,3140
2625,2998
4138,319
4291,2982
6567,275
9974,2129
13565,4641
14802,2320
9557,4896
7705,2682
11013,3266
10885,4099
10693,4271
11446,1936
4895,1411
12944,3797
935,90
2785,1336
2031,1281
11536,493
2348,211
7988,760
313,2680
2749,400
8697,4868
10607,208
1082,1968
6750,265
545,3328
10655,467
10052,1162
4143,3999
12747,3360
1583,3892
1952,373
11904,3033
12894,1062
14043,158
12340,2543
10282,4132
8653,2045
141,3046
8509,2250
8615,766
14797,3401
6669,1787
7380,2227
2729,8
751,482
4609,2471
7045,4920
275,1156
5646,1946
6774,1034
5673,2724
9873,4458
1593,3757
12718,4701
10940,1082
6479,3069
4909,2666
10763,396
8699,4758
8594,4109
5834,370
8720,2490
14589,3450
8073,1482
6970,2335
11624,1474
14336,1039
1199,2599
2096,2874
10651,1784
1965,1994
9509,1861
14094,4844
7317,2721
10196,58
5361,1813
1696,1482
13295,4996
54,76
9250,1531
1995,2093
2757,202
5899,3965
14223,3935
2157,1832
9924,2461
12591,3540
991,2465
12513,4108
8618,4968
10253,2053
9621,4163
14155,2129
12015,4201
7687,2727
13940,659
5506,4933
11046,3579
2007,1825
650,3784
5089,1094
6432,4102
517,244
2237,3593
10521,549
8365,445
6035,1700
11083,2397
1478,4052
7469,783
2449,4586
1774,3642
7222,1704
9653,3739
10351,1487
6102,4594
6462,3662
4380,4220
118,1223
6446,3685
12239,1874
6320,1379
4954,2290
2103,4420
4018,3020
1935,3663
3954,669
9272,3124
8408,156
11102,1253
4722,4494
4769,931
4629,4759
14670,1772
7865,811
4325,1499
10808,2831
430,321
14053,3533
9129,1725
11570,2760
11408,2162
8782,3797
4768,1046
12226,4125
9035,4932
14250,1526
13623,2040
4475,1159
8683,2634
9070,3707
11676,1847
4329,2648
2353,4678
10965,3357
10609,1756
15,3005
2486,2794
11329,1911
14514,2889
14398,2705
13650,199
704,1207
1758,4197
5268,936
11526,3694
275,1257
6076,4192
11512,3345
4939,4334
10647,3230
7599,1733
8191,3501
6967,2368
10028,2945
5511,2719
11315,4701
11737,824
6828,3397
3231,3946
14613,583
10702,2177
14136,2686
1934,3081
7332,2675
3827,206
11848,4846
14649,4005
11611,3651
2256,3425
3839,3655
2681,1549
10534,1475
1104,1270
830,1049
11705,4455
2343,2953
12945,4374
13198,253
446,3540
7048,962
4064,2853
8665,2605
861,4526
12223,4809
2661,1840
13551,4621
12201,2088
630,3598
4581,3845
694,4644
4372,3548
5838,467
10911,4042
14417,4298
7030,227
719,3489
10556,4740
10555,2214
2513,3706
565,4379
8939,4238
12680,2311
1581,3265
7543,2282
4769,813
8193,4917
2267,926
6179,2525
14606,87
2089,3600
1349,4247
9071,1901
11034,3
10656,667
1731,4101
4267,559
1251,2974
13619,2463
2879,2879
5476,3194
11684,3632
2808,682
4058,4352
10214,2262
3537,321
7172,2211
11767,2948
2512,2344
3999,3214
7791,1846
2734,3068
14664,3678
9658,166
7814,4249
7583,1201
155,554
1057,1995
10439,512
11895,3858
4414,1939
4371,121
8197,2959
14419,4316
11665,1139
3839,2500
12320,792
7835,331
12079,4670
4305,4797
12804,2013
11175,4789
66,4995
6549,3187
2161,3142
8382,302
10933,889
3064,760
537,833
6291,261
848,3052
2156,2128
2083,3963
9267,2643
12662,4295
8986,3072
7388,4745
14369,2987
14163,1344
2478,2662
7052,4270
5952,1603
1253,1669
10415,4091
2154,1891
8948,4703
14117,2968
6122,984
4054,2780
5203,152
703,996
9848,4525
1730,2894
4968,3889
10409,1809
9871,94
11844,2575
1883,3948
7738,3711
2559,2288
992,584
10380,4897
5579,2173
2195,3595
4685,575
10317,4468
14860,2891
4271,3763
8521,1358
4445,831
11863,4736
2967,3111
9969,1147
2673,3407
13578,1980
13474,820
10759,2266
1014,738
5139,3553
14281,2956
5643,2067
9621,3829
13826,4509
4371,19
13899,2868
1930,4805
2329,3802
1950,1343
11501,3450
6650,1276
6985,4698
1187,1887
1803,974
4277,324
1119,3864
10656,1624
2158,1311
2264,903
1976,2404
8767,4020
1363,2168
11991,2643
5405,1189
14094,4222
11813,1351
2899,257
1640,121
1930,2016
12563,2369
8515,2331
4440,4246
2640,4433
9990,3648
7661,3431
171,702
14246,2939
3924,2987
12486,2892
13171,1965
4376,1034
4434,2122
10688,1025
8694,726
924,1199
1875,1040
226,730
14824,3844
7516,496
12835,699
4842,2044
12885,1420
13652,3132
4526,935
12843,142
5578,1609
2816,388
5790,3540
12493,3517
9221,128
9437,663
7951,1370
7122,4283
2224,2104
6525,1644
1229,2811
7755,2352
12880,4874
3747,4736
14568,2078
14175,1209
4773,1844
6870,4439
14823,590
4984,1304
8273,2191
1367,3280
13266,2114
4592,4936
863,457
14855,2570
775,3099
6043,4700
10538,1088
9836,3213
2203,4735
5439,3381
1283,370
6569,1760
7525,997
13695,457
10293,829
3324,3564
8167,4765
5128,3974
3563,2794
9501,483
12649,961
10291,1125
5081,3114
6124,844
1198,1748
10126,4815
12463,3424
1245,3503
8670,2962
1042,4995
11598,2114
3750,259
5731,753
9141,3007
14131,4686
1207,3273
11751,4786
1327,2777
2694,3140
11184,565
1550,2434
5851,4637
5780,2782
14932,3630
14088,4560
1318,424
1573,3647
3194,4086
1654,4632
3541,4071
1230,4029
8516,1994
5459,934
6785,2897
14672,1864
2664,3013
12289,25
4462,4317
7243,2277
5108,964
10466,2218
14930,2864
5106,372
3631,3307
6801,360
8866,388
11999,3496
161,4549
2883,1284
1444,58
10640,103
11008,2793
1089,4644
8019,876
11556,4137
11140,223
4383,3568
2669,2123
7711,1271
3716,2614
10664,3305
316,1796
800,2556
10146,1034
6793,4850
2676,2435
8131,4901
2070,4153
4414,2092
8712,203
10759,4837
8075,3569
7341,3161
2350,1690
9896,3807
903,630
1231,4127
14990,3331
12009,1207
4027,3176
10691,568
5772,1073
11259,4097
14790,3882
1795,4309
7824,4093
8825,1211
12628,935
7821,3370
14853,1322
3178,610
12565,4779
5124,860
58,4003
9357,850
6727,1973
11623,207
6265,141
10900,1039
2262,4406
5668,4225
11941,1007
12526,2230
4834,3474
13977,2741
2542,3459
9353,4402
14047,2811
10610,2624
415,403
14060,3623
4197,4047
12407,4175
5872,2102
13840,3029
3493,3109
3385,186
11384,2950
6130,3633
7435,4445
13180,803
14157,4928
2498,327
6142,799
2893,1635
12861,937
14786,4764
3490,3110
3454,2660
10332,242
65,2130
990,2535
3663,2680
14393,1630
5144,3443
1582,461
2930,929
697,3062
8762,3199
10645,683
10136,3842
14897,1375
1383,4011
201,4244
1747,3295
1970,2619
8811,1941
4169,146
8678,216
3490,1607
13020,3118
12189,2548
8317,779
8259,1984
4705,599
313,1047
424,140
14514,3340
8343,645
5123,1996
2555,211
12544,4413
8024,118
14798,2591
7329,947
5310,4262
14640,2027
9255,870
5604,1173
13047,3766
1935,883
8378,3120
12307,4948
11216,539
12317,4171
4074,4259
1190,665
12517,4526
1042,732
13612,1019
8512,1214
6252,2772
1786,1253
10483,853
11809,3984
3582,4367
11139,2469
10278,3216
8908,979
10450,4315
13117,3328
9415,4442
10143,4483
5054,223
3406,1399
11967,2753
8044,306
6856,2064
12891,1382
7488,4633
8430,4843
3915,71
10544,284
7393,4171
14121,1124
8585,3239
8558,2972
8102,3769
10336,1739
3745,4869
440,4175
374,2680
11986,4572
1785,1148
5395,4977
14090,3385
5246,2051
12559,4575
12958,3753
3878,2210
5846,940
513,1761
3768,3079
7430,3296
13941,4010
2545,1797
6074,4146
7554,4374
398,2328
120,823
7077,3349
13517,187
14834,3964
2558,2857
1468,4286
9038,2403
11319,2807
7729,3222
6027,2443
5168,4321
14995,4013
14011,837
12938,4519
4171,868
5220,3730
8596,1457
11803,128
14933,1110
251,348
9394,3107
9914,371
11075,3487
8765,2757
7090,3036
775,3318
997,1728
3016,4402
6112,1857
2697,3035
7908,164
11222,3788
13945,605
24,2937
13791,1895
10358,4905
5285,1734
2424,544
14432,876
13523,4023
11549,3578
6004,4124
9180,1734
2967,4742
12797,307
651,3637
14408,2732
10023,1399
10697,4162
12100,939
6046,2477
13189,2915
3880,3733
863,1098
10952,2177
6653,1482
12551,3855
12348,2351
13278,984
12761,1221
14937,25
3313,3879
8261,2356
6016,2394
2938,1255
5234,370
12050,2945
13899,873
11368,4798
4878,1044
14203,4406
397,991
12623,2606
4835,4305
4419,937
3960,4960
7208,4906
8927,1333
9392,1781
14441,4667
3617,3658
12441,4974
10201,55
10915,4387
12502,1909
7120,2294
3734,4567
1440,3421
5174,4261
1838,2498
4000,524
3581,364
4751,4424
5517,3036
716,1029
13999,3447
3781,4211
10649,3129
2371,3642
9502,4521
13955,959
9511,906
1241,3442
13511,4831
8947,4125
6186,768
2626,3404
8007,2478
367,2212
10434,1282
13559,2006
10003,4238
11301,4248
1109,510
5384,3838
9702,2721
8823,3765
14595,2467
14560,4407
3259,4244
6776,3777
1798,2198
689,1412
7399,4726
3858,4409
9308,1273
10605,319
13885,1408
11477,3210
12525,1146
5136,867
3638,2562
10459,1557
6228,3801
14313,4235
1460,105
10656,4642
3444,2938
3107,1917
12405,3864
3276,2509
7984,4131
574,4404
5139,1982
7605,3462
4354,3391
3573,525
13790,3769
13178,3627
9155,4587
9265,4256
4352,1151
3793,2860
4254,1311
285,3886
2403,2103
9599,2803
3479,2739
4288,3672
12390,1784
12379,1157
612,2052
7905,2208
9705,4261
11035,3465
13965,1391
9358,1918
10553,258
14213,1742
1111,1432
6854,3705
11622,627
10658,3376
10017,1701
3585,2423
9428,1545
1152,2767
4635,4058
2929,3117
8249,411
13929,4094
13677,3685
4992,1503
5386,1808
5127,4871
292,1700
646,2816
14873,3592
11002,1368
5663,4479
6874,4112
2292,3848
12946,1224
11687,1096
3555,2739
5727,1382
7902,3253
683,182
8710,2816
2611,2518
6038,1891
396,3249
505,673
13923,471
9058,4115
4943,3808
11932,3655
1542,3250
5075,3071
8685,4772
14397,2039
5393,2238
12015,1544
14695,3252
4272,410
11505,1009
13312,1667
9441,3500
3750,4702
901,1694
9992,3312
4794,1137
7360,3912
290,2155
971,1685
8930,829
10482,346
3504,446
1764,734
266,4997
7924,1648
6157,1208
5260,3861
8290,1449
8389,1689
3722,25
10108,4881
13127,4254
4306,2554
10779,4601
14686,1234
13581,4627
13467,2963
6376,3332
1638,4512
9385,2459
7749,3011
14911,894
2718,1552
8308,3905
5584,2322
182,3203
10702,4310
10699,2961
10200,3130
9320,3036
459,4956
7395,3827
13269,1331
4891,3694
8118,492
13047,2084
5241,2614
8978,991
13371,66
8849,1301
3000,4506
12946,4582
10089,3496
6394,787
9973,2552
2171,2733
1323,2836
11432,2470
4074,3829
13765,2881
7607,1688
3657,2702
12705,2770
10475,3752
13090,4843
1035,4711
6520,1359
2001,1078
197,4218
8128,4345
7453,970
3777,4143
8724,3724
13035,4728
1128,1930
645,743
1259,1059
11068,3294
7164,3447
1874,1047
13887,3728
4570,149
6865,3709
12972,3315
5463,818
8163,3670
11497,877
2928,570
3074,3407
3001,2358
12754,4032
9648,2049
13616,220
2012,601
8999,2319
6045,3116
8779,1785
2234,2920
7579,2643
7508,4491
13641,4566
5521,47
6132,892
3403,4435
9327,2119
5507,2591
3430,1803
9576,2062
329,3243
6793,3347
10553,2089
3016,2814
2745,3968
6553,3961
1288,4316
9519,4962
8783,1278
3033,3534
718,133
5263,1783
5483,4119
14697,4860
10127,2736
11717,3135
8068,1249
127,3703
14482,868
11421,3122
12239,3946
13186,475
14194,2973
8598,3214
11495,2550
8778,1355
2011,3163
9545,2667
14547,4121
6875,814
10911,1693
6414,1459
8907,3176
3398,4266
3823,4247
8154,1243
10457,1715
14278,1523
10639,402
13935,3294
14100,1453
4108,2308
2490,4557
7037,2253
2678,4759
12797,2829
6269,16
4262,4214
11774,4896
3376,1054
4654,2820
13947,13
2021,2604
6510,1228
7503,3957
12662,1494
10937,867
2871,3973
1689,33
11379,1069
2238,2053
10625,4351
5610,1606
6137,3327
485,2667
7219,1800
5041,2236
12879,2279
2914,3173
6099,2142
11752,1882
6824,1236
10816,861
13887,2506
14492,2818
8205,3646
12449,3340
6734,1038
11713,1549
12648,4426
1987,683
9296,2853
1268,2471
3221,2706
14745,2955
156,396
1936,1869
12845,1685
6670,1012
10232,3315
2690,1119
7571,4326
13726,2279
8889,4487
4126,776
11275,3763
14150,4186
5555,99
5768,1579
7829,2780
5836,929
4906,4041
10136,4746
3095,98
13244,3957
10591,2416
10501,4631
1922,983
12834,2567
9734,2467
335,2456
10793,1288
1406,3882
819,615
4317,4862
14101,916
6349,3682
1802,1496
3133,4069
11368,1595
12164,3898
10158,789
9265,313
6735,2756
91,799
9827,401
11934,3712
10743,489
10272,2449
9158,129
5121,2242
13065,2244
12889,1799
10588,3551
13917,2514
6667,4525
168,4547
4189,4066
12065,2854
5928,4646
5169,4456
11237,1989
12296,3935
12715,1364
12803,3426
10679,508
8809,4270
6970,470
6806,4886
7536,3203
13956,4694
7178,4278
12270,2397
4270,944
6025,3301
3332,3798
13713,4669
7117,1420
3404,3619
3654,1747
11526,1962
10703,78
6869,4466
2387,3905
14203,3739
9177,2398
9746,2772
8604,1179
1375,2069
13936,3570
14096,1960
4360,1437
1688,1488
3335,4860
14408,3671
12927,1923
511,731
3312,1149
10424,4202
4231,2798
1078,1045
2555,4885
4727,555
11679,2797
10691,2734
1293,4370
11797,1020
6756,3401
11162,1226
3723,4149
14683,3881
