usuario_id,livro_id,data_emprestimo,data_devolucao,data_devolucao_real,status
133,9663,2022-09-27,2022-10-06,2022-10-08,Returned
2297,7638,2022-11-08,2022-11-28,2022-12-01,Active
6612,8741,2021-09-24,2021-10-18,2021-10-18,Returned
3191,6787,2021-11-23,2021-12-13,2021-12-16,Returned
903,5035,2020-04-08,2020-05-08,2020-05-14,Active
472,12015,2020-02-10,2020-03-06,2020-03-06,Overdue
5633,13724,2020-01-27,2020-02-06,2020-02-10,Overdue
2516,10624,2020-07-07,2020-08-04,,Overdue
1292,7472,2022-03-09,2022-03-26,2022-03-31,Returned
1691,10351,2021-12-15,2021-12-26,2022-01-02,Active
1341,7933,2022-12-14,2023-01-01,2023-01-02,Returned
535,1840,2021-01-08,2021-01-19,2021-01-19,Returned
3398,6912,2020-11-25,2020-12-24,,Overdue
5900,8584,2021-07-14,2021-08-06,,Active
1823,10721,2020-07-15,2020-08-08,,Overdue
6460,4500,2022-09-28,2022-10-28,2022-11-07,Overdue
9857,10047,2020-05-17,2020-06-14,2020-06-18,Returned
6566,7041,2021-02-27,2021-03-16,,Active
5164,146,2021-12-03,2021-12-25,,Overdue
3848,14034,2022-02-08,2022-02-22,2022-03-01,Returned
828,4186,2021-08-21,2021-09-19,2021-09-24,Active
4063,1453,2020-01-26,2020-02-16,,Returned
9061,1275,2020-09-21,2020-10-13,2020-10-14,Active
2393,9667,2022-10-05,2022-10-31,2022-11-02,Active
331,3954,2020-04-02,2020-04-09,2020-04-13,Active
9733,13074,2020-05-12,2020-05-24,2020-05-24,Active
4038,8137,2022-03-03,2022-04-01,,Active
1290,7073,2021-03-22,2021-03-31,2021-04-03,Overdue
5150,6301,2022-10-17,2022-11-07,2022-11-17,Active
4585,8174,2022-08-02,2022-08-13,2022-08-22,Returned
1803,12903,2021-03-22,2021-04-15,2021-04-20,Overdue
7719,8450,2021-11-14,2021-12-08,,Returned
9444,5972,2020-03-16,2020-04-14,2020-04-20,Returned
8557,2357,2022-02-25,2022-03-11,2022-03-15,Returned
8026,10977,2020-06-30,2020-07-22,2020-07-30,Overdue
2115,13658,2022-09-21,2022-10-17,,Overdue
6721,2049,2022-03-23,2022-04-19,2022-04-28,Overdue
4424,3501,2020-03-24,2020-04-21,2020-04-28,Returned
1075,89,2022-12-31,2023-01-24,2023-02-02,Active
6587,12912,2020-02-10,2020-03-08,2020-03-16,Returned
344,11459,2021-08-14,2021-08-28,2021-09-04,Returned
1023,11202,2022-07-18,2022-08-09,2022-08-13,Overdue
9129,13487,2022-08-13,2022-08-31,,Overdue
6826,9294,2020-09-23,2020-10-22,2020-10-26,Overdue
434,3514,2022-04-08,2022-05-04,2022-05-05,Returned
7625,12539,2022-09-08,2022-09-17,,Active
2958,3249,2020-09-16,2020-10-01,2020-10-10,Overdue
7105,9975,2021-07-03,2021-07-31,2021-08-05,Overdue
1161,4180,2020-01-04,2020-01-28,2020-01-30,Overdue
7997,14725,2021-06-19,2021-07-03,2021-07-08,Returned
1753,6687,2021-05-15,2021-06-09,2021-06-14,Active
2155,10080,2020-01-27,2020-02-16,2020-02-16,Overdue
3320,10895,2022-02-03,2022-03-01,2022-03-08,Returned
3268,8389,2021-04-21,2021-05-15,2021-05-22,Returned
3101,4220,2020-02-20,2020-03-04,2020-03-07,Overdue
3084,1499,2022-03-28,2022-04-09,2022-04-12,Active
8258,4847,2021-08-05,2021-09-01,2021-09-05,Returned
508,1923,2020-04-16,2020-05-15,2020-05-21,Active
2636,11782,2021-11-11,2021-12-03,2021-12-05,Overdue
8827,9664,2020-11-18,2020-12-10,2020-12-17,Overdue
903,13086,2020-07-02,2020-07-21,2020-07-29,Active
2028,6691,2020-01-12,2020-02-04,2020-02-05,Returned
7098,9490,2021-09-27,2021-10-12,2021-10-20,Active
7276,5689,2022-07-10,2022-07-18,2022-07-20,Returned
4655,14191,2022-07-11,2022-07-18,,Returned
2083,13171,2022-02-05,2022-03-06,,Active
122,12146,2020-12-27,2021-01-20,2021-01-24,Returned
1536,12478,2022-01-09,2022-01-16,2022-01-18,Active
1758,6965,2021-02-27,2021-03-11,2021-03-15,Overdue
8356,5307,2022-06-05,2022-07-05,,Active
4422,5064,2022-05-02,2022-05-18,2022-05-26,Active
3534,4240,2020-01-12,2020-02-02,2020-02-07,Returned
9563,11447,2021-12-12,2022-01-02,2022-01-03,Active
1304,8173,2021-04-11,2021-04-22,2021-04-27,Returned
5222,14300,2021-10-16,2021-10-27,2021-11-06,Overdue
5484,10534,2021-01-31,2021-02-27,2021-03-01,Overdue
3061,10008,2022-07-01,2022-07-15,2022-07-19,Overdue
6671,5119,2022-02-10,2022-03-09,2022-03-18,Returned
6490,4382,2021-08-28,2021-09-11,2021-09-14,Returned
1996,5849,2022-02-16,2022-03-04,,Overdue
7033,5178,2022-05-18,2022-06-12,,Returned
5597,14202,2022-07-18,2022-08-05,2022-08-11,Active
9935,4173,2020-02-24,2020-03-24,,Returned
4291,8899,2021-07-23,2021-08-06,2021-08-15,Overdue
3754,1658,2022-07-20,2022-08-13,2022-08-21,Returned
13,9835,2020-06-15,2020-06-25,,Overdue
1711,10437,2020-02-17,2020-02-29,,Returned
5968,8811,2022-10-14,2022-10-22,2022-10-29,Overdue
5773,8283,2020-06-25,2020-07-10,2020-07-17,Active
4412,13256,2021-08-15,2021-08-31,2021-09-04,Overdue
8713,11918,2022-02-21,2022-03-21,2022-03-30,Returned
5765,5778,2021-08-24,2021-09-04,2021-09-07,Returned
651,13886,2020-01-12,2020-01-26,,Overdue
3815,7665,2021-04-15,2021-05-13,2021-05-17,Returned
8641,2789,2022-05-10,2022-06-05,,Active
5379,5164,2020-02-19,2020-03-14,2020-03-21,Overdue
2812,4597,2022-09-08,2022-10-02,,Overdue
6604,13153,2022-04-27,2022-05-11,2022-05-15,Active
9931,14963,2022-06-12,2022-07-03,2022-07-03,Overdue
2003,4921,2020-06-16,2020-07-03,2020-07-04,Active
8682,6558,2022-05-12,2022-05-30,2022-06-08,Active
6263,5592,2022-08-24,2022-09-16,2022-09-17,Overdue
7083,14113,2020-02-01,2020-02-17,2020-02-27,Active
1305,5949,2022-02-15,2022-03-04,2022-03-04,Returned
6921,9996,2022-11-03,2022-11-14,,Returned
354,11067,2021-07-06,2021-07-30,2021-08-04,Active
4703,13042,2021-12-21,2022-01-15,,Overdue
5932,3730,2022-05-10,2022-05-27,2022-05-29,Active
5585,6804,2020-08-02,2020-08-16,2020-08-21,Overdue
1905,1995,2020-08-20,2020-08-30,2020-09-06,Returned
2303,6570,2021-06-25,2021-07-14,2021-07-15,Active
7283,10080,2020-05-09,2020-05-30,2020-06-02,Active
8025,4773,2020-02-01,2020-02-18,2020-02-21,Returned
1202,4413,2022-11-13,2022-11-28,2022-12-07,Overdue
5407,1612,2021-04-24,2021-05-02,2021-05-08,Returned
2680,5988,2021-08-31,2021-09-10,2021-09-15,Returned
7786,7379,2021-12-29,2022-01-05,2022-01-07,Overdue
2992,5823,2020-07-03,2020-07-28,,Returned
5807,2028,2021-04-22,2021-05-19,2021-05-25,Active
5196,9839,2020-03-26,2020-04-20,2020-04-27,Returned
6459,3935,2022-11-15,2022-12-06,2022-12-14,Overdue
4602,7745,2021-12-18,2022-01-09,2022-01-12,Returned
4317,6464,2020-08-18,2020-08-26,2020-09-02,Returned
3374,6496,2022-11-15,2022-11-30,2022-11-30,Overdue
8062,4295,2022-08-23,2022-09-03,2022-09-13,Returned
28,13088,2021-12-07,2021-12-25,2021-12-27,Overdue
1948,10773,2020-04-20,2020-04-27,2020-05-06,Returned
6920,4065,2020-12-29,2021-01-20,2021-01-24,Active
1830,4724,2021-11-03,2021-12-03,2021-12-07,Returned
6145,3478,2021-04-27,2021-05-25,2021-05-26,Active
7004,6415,2020-12-19,2021-01-06,2021-01-16,Overdue
7161,10479,2022-09-13,2022-10-01,2022-10-10,Overdue
4817,8416,2021-06-14,2021-06-29,2021-07-08,Returned
6154,2317,2021-03-08,2021-03-22,,Returned
6887,9884,2021-07-25,2021-08-23,2021-08-24,Overdue
7738,13517,2022-07-22,2022-08-07,,Overdue
8957,11651,2020-10-27,2020-11-20,2020-11-28,Overdue
2341,9280,2020-02-28,2020-03-20,2020-03-25,Overdue
2567,11406,2020-07-27,2020-08-08,2020-08-16,Overdue
5439,13582,2020-03-07,2020-04-05,2020-04-15,Returned
3345,6534,2020-08-27,2020-09-06,2020-09-09,Returned
8988,10390,2020-02-04,2020-03-02,2020-03-07,Overdue
3528,8673,2020-07-27,2020-08-03,2020-08-10,Active
9273,10071,2020-05-09,2020-05-26,2020-05-30,Overdue
3946,3051,2021-06-13,2021-07-05,,Overdue
3494,9525,2020-08-23,2020-09-06,2020-09-16,Active
5459,20,2022-01-07,2022-02-03,2022-02-11,Overdue
1538,11652,2021-02-08,2021-03-04,2021-03-10,Overdue
3608,2756,2022-06-01,2022-06-22,,Overdue
8581,13113,2020-02-08,2020-02-25,2020-03-02,Active
2396,6040,2021-05-03,2021-05-30,,Overdue
9814,11793,2021-08-13,2021-08-24,2021-08-24,Overdue
7452,12346,2020-04-11,2020-05-03,2020-05-11,Overdue
5028,14729,2020-05-23,2020-06-11,2020-06-18,Active
2314,9703,2021-11-19,2021-12-19,2021-12-28,Active
7129,13764,2021-04-12,2021-05-02,2021-05-09,Overdue
1954,5805,2022-09-22,2022-10-20,2022-10-26,Active
131,4814,2021-09-13,2021-10-08,2021-10-17,Returned
1536,5530,2021-04-25,2021-05-05,2021-05-06,Active
6614,51,2020-06-04,2020-06-22,2020-06-23,Overdue
4548,5802,2020-08-04,2020-08-14,2020-08-24,Active
754,4782,2022-10-20,2022-11-01,2022-11-09,Returned
7758,6695,2022-03-05,2022-04-01,2022-04-02,Returned
7052,8278,2020-11-17,2020-11-28,2020-12-02,Active
8558,13319,2021-12-03,2021-12-12,2021-12-22,Active
5962,2145,2020-03-29,2020-04-11,2020-04-13,Active
3445,8685,2020-10-04,2020-10-31,,Returned
3731,9766,2022-06-05,2022-06-27,,Returned
6580,10451,2022-01-13,2022-01-25,2022-02-04,Overdue
9943,7125,2021-04-19,2021-05-11,,Overdue
3906,7379,2021-02-23,2021-03-11,,Returned
7650,4335,2020-02-07,2020-02-19,2020-02-27,Overdue
5990,869,2020-01-28,2020-02-06,2020-02-09,Overdue
3647,14478,2021-05-08,2021-05-17,2021-05-24,Returned
4933,14469,2022-01-05,2022-01-30,,Overdue
6202,2491,2020-08-29,2020-09-13,2020-09-19,Active
982,13166,2022-12-10,2023-01-03,2023-01-09,Active
3035,866,2020-07-01,2020-07-31,2020-08-07,Overdue
8887,13532,2022-06-12,2022-07-10,2022-07-20,Overdue
4818,4660,2020-11-15,2020-11-27,2020-11-27,Overdue
8014,5365,2022-10-26,2022-11-11,2022-11-14,Returned
3697,14087,2021-12-01,2021-12-28,,Overdue
420,6662,2022-02-08,2022-03-03,2022-03-09,Overdue
5372,12385,2022-03-29,2022-04-22,2022-04-25,Returned
5012,14592,2020-08-07,2020-08-31,2020-09-01,Overdue
2450,5246,2020-09-10,2020-09-18,2020-09-26,Active
4479,9142,2022-10-13,2022-10-27,,Overdue
6321,9538,2021-03-11,2021-04-02,2021-04-07,Active
8944,4754,2022-04-27,2022-05-04,,Overdue
1525,14054,2022-08-03,2022-08-19,2022-08-19,Overdue
7462,7687,2022-04-04,2022-04-20,2022-04-24,Active
4235,9148,2020-02-11,2020-02-29,2020-03-03,Returned
7445,11924,2021-01-23,2021-02-03,2021-02-08,Returned
5103,10357,2021-08-28,2021-09-22,,Active
302,11806,2020-06-19,2020-07-15,2020-07-21,Overdue
5760,5634,2022-02-06,2022-02-21,2022-02-21,Overdue
9217,8599,2022-02-08,2022-02-21,2022-02-25,Active
6028,14831,2021-10-01,2021-10-26,,Active
4815,12189,2021-09-30,2021-10-08,2021-10-13,Overdue
9233,403,2020-06-10,2020-06-22,2020-06-24,Overdue
432,14168,2022-12-09,2022-12-31,2023-01-07,Overdue
5819,14836,2021-02-18,2021-03-11,2021-03-17,Returned
7683,288,2020-10-10,2020-10-31,,Overdue
3635,4485,2020-04-13,2020-04-22,2020-04-25,Returned
1033,9730,2022-10-24,2022-11-09,,Active
7180,14788,2021-06-02,2021-06-13,2021-06-19,Returned
5936,8590,2020-10-09,2020-11-05,,Overdue
314,13698,2021-05-22,2021-06-21,2021-06-23,Active
8954,2637,2020-10-14,2020-10-24,2020-10-27,Overdue
174,10411,2022-04-27,2022-05-21,2022-05-27,Returned
4595,6907,2020-11-11,2020-12-05,2020-12-10,Overdue
2120,349,2021-10-02,2021-10-22,2021-10-27,Overdue
8070,6948,2021-08-22,2021-09-02,2021-09-02,Overdue
5377,128,2021-08-31,2021-09-17,2021-09-17,Returned
7733,9867,2020-02-02,2020-02-23,,Overdue
7472,8266,2022-06-01,2022-06-11,,Overdue
8347,2704,2022-03-24,2022-04-17,2022-04-20,Overdue
4710,7894,2021-04-15,2021-04-29,,Returned
3429,8193,2022-07-09,2022-08-08,2022-08-14,Overdue
9332,11584,2022-03-28,2022-04-12,2022-04-17,Active
1395,12222,2021-12-26,2022-01-20,2022-01-22,Returned
1954,12061,2021-11-24,2021-12-09,,Active
9144,6232,2020-03-04,2020-03-29,,Overdue
247,1424,2020-10-08,2020-10-21,2020-10-26,Overdue
838,13102,2021-03-11,2021-03-29,,Overdue
5442,1885,2021-01-04,2021-01-26,2021-01-29,Active
5431,14133,2021-06-07,2021-06-19,2021-06-26,Returned
5021,1712,2021-05-12,2021-05-23,2021-05-28,Active
2788,7792,2022-12-16,2022-12-24,2023-01-02,Returned
9084,12628,2022-11-17,2022-12-17,2022-12-27,Overdue
5522,6536,2021-06-19,2021-06-27,,Overdue
4866,9563,2022-01-11,2022-01-26,2022-01-26,Active
8734,8595,2022-11-29,2022-12-27,2022-12-29,Returned
7540,10158,2021-02-23,2021-03-07,2021-03-13,Active
2195,5559,2021-10-24,2021-11-05,2021-11-07,Returned
8514,14055,2021-01-08,2021-01-28,2021-02-03,Returned
27,1478,2022-06-26,2022-07-23,2022-07-28,Active
1025,185,2022-11-13,2022-12-04,2022-12-06,Returned
9897,6773,2022-04-02,2022-04-30,2022-05-05,Overdue
6768,5735,2021-03-16,2021-04-11,2021-04-19,Active
8696,6809,2022-06-28,2022-07-17,2022-07-21,Returned
257,5202,2020-08-23,2020-08-30,2020-09-01,Active
5078,14017,2020-06-21,2020-07-15,2020-07-22,Overdue
3427,12532,2020-09-26,2020-10-04,2020-10-10,Active
157,7559,2021-10-31,2021-11-09,2021-11-11,Overdue
117,3725,2022-03-28,2022-04-12,2022-04-15,Active
4616,923,2020-12-11,2020-12-28,2020-12-30,Returned
704,13387,2022-08-03,2022-08-13,2022-08-16,Active
982,14899,2021-05-26,2021-06-23,2021-07-01,Active
4818,13389,2020-05-14,2020-06-06,2020-06-16,Returned
768,5347,2020-08-07,2020-08-31,2020-08-31,Overdue
3852,4265,2020-07-10,2020-07-31,2020-08-07,Overdue
1956,13275,2021-07-23,2021-08-17,2021-08-24,Returned
6743,11278,2020-07-31,2020-08-12,2020-08-12,Overdue
1755,977,2020-08-15,2020-08-28,2020-08-30,Overdue
7900,3641,2022-06-18,2022-06-25,2022-07-04,Active
3270,12416,2020-02-14,2020-03-06,2020-03-12,Returned
3741,8908,2022-06-20,2022-07-12,,Returned
4671,230,2020-10-11,2020-10-24,2020-10-28,Active
1885,2970,2022-12-25,2023-01-21,,Active
3895,6130,2020-06-02,2020-06-21,2020-06-21,Active
7453,9792,2021-06-29,2021-07-09,2021-07-16,Active
1131,14230,2020-06-28,2020-07-27,2020-08-03,Returned
1448,14811,2020-08-28,2020-09-09,2020-09-12,Returned
5581,12604,2020-11-18,2020-12-08,2020-12-14,Returned
9386,7666,2022-07-06,2022-07-14,2022-07-22,Active
1583,2439,2020-01-19,2020-02-07,,Overdue
2603,9938,2020-07-25,2020-08-24,2020-08-27,Overdue
9463,7983,2021-12-15,2021-12-30,,Overdue
6848,6664,2020-06-19,2020-07-07,2020-07-14,Returned
7673,5983,2020-04-04,2020-04-18,,Overdue
8505,3531,2020-01-07,2020-01-18,2020-01-26,Overdue
9258,8556,2020-04-15,2020-05-04,2020-05-14,Returned
9885,6678,2020-08-16,2020-09-04,2020-09-12,Returned
1267,14563,2021-11-16,2021-12-16,,Returned
5468,2051,2022-01-27,2022-02-04,2022-02-04,Active
1846,3035,2020-09-09,2020-10-09,2020-10-19,Returned
9513,11538,2021-09-23,2021-10-02,2021-10-05,Overdue
1287,9071,2021-08-08,2021-08-15,,Returned
7419,1998,2022-08-09,2022-08-31,2022-09-07,Overdue
8699,7365,2021-11-08,2021-11-28,2021-12-05,Active
2955,4337,2021-07-09,2021-08-01,2021-08-06,Active
7612,13624,2020-12-17,2021-01-08,2021-01-13,Active
2562,7254,2022-04-03,2022-05-02,,Active
4462,11884,2022-06-20,2022-07-01,2022-07-10,Returned
5934,7166,2020-11-13,2020-12-04,2020-12-04,Returned
2808,10542,2022-12-13,2022-12-27,2023-01-03,Overdue
5174,10217,2021-04-05,2021-04-22,2021-04-23,Active
698,3733,2022-09-04,2022-09-17,2022-09-21,Active
4027,13512,2020-09-13,2020-10-04,2020-10-13,Overdue
6591,6566,2021-03-17,2021-03-28,2021-04-03,Active
5952,6844,2021-04-17,2021-05-05,2021-05-06,Returned
1919,11888,2022-07-19,2022-08-10,,Active
6910,13317,2021-07-06,2021-07-13,2021-07-20,Overdue
1575,5018,2021-11-22,2021-12-02,2021-12-05,Active
4418,5340,2022-06-30,2022-07-07,2022-07-13,Overdue
9993,12555,2020-05-12,2020-06-06,2020-06-11,Active
3259,2607,2022-03-13,2022-04-08,2022-04-13,Active
9814,6021,2021-01-24,2021-02-19,2021-02-23,Active
4821,1309,2021-09-22,2021-10-08,2021-10-10,Returned
4012,10492,2021-08-26,2021-09-12,2021-09-20,Overdue
1370,13555,2020-04-11,2020-05-04,2020-05-11,Active
5343,13802,2021-05-22,2021-06-14,2021-06-17,Active
9715,12935,2022-06-21,2022-07-15,,Returned
6157,9032,2020-02-29,2020-03-27,2020-03-28,Overdue
5935,5548,2022-08-11,2022-08-23,2022-08-27,Overdue
5448,10799,2022-07-25,2022-08-02,,Returned
8142,7258,2022-02-19,2022-03-01,,Overdue
6481,11296,2021-09-16,2021-10-12,2021-10-19,Returned
2305,14169,2022-02-20,2022-03-12,2022-03-14,Active
7372,9810,2022-06-26,2022-07-21,2022-07-28,Overdue
9655,4427,2020-02-14,2020-03-08,2020-03-08,Active
8888,10329,2022-04-08,2022-05-06,2022-05-07,Returned
2589,3643,2020-08-17,2020-09-05,2020-09-07,Returned
3796,8580,2020-06-15,2020-07-13,2020-07-14,Returned
1449,1153,2022-09-10,2022-09-22,,Active
1418,612,2020-02-04,2020-02-24,2020-02-26,Active
9177,10211,2022-05-30,2022-06-11,,Returned
6144,9727,2020-12-16,2020-12-28,2021-01-07,Returned
1730,4010,2022-10-06,2022-10-15,2022-10-23,Overdue
9556,7351,2021-06-06,2021-06-22,,Returned
70,1274,2020-07-05,2020-07-17,,Overdue
7493,6063,2021-07-29,2021-08-24,2021-08-25,Returned
5043,5640,2021-12-02,2021-12-23,2021-12-27,Overdue
8036,8931,2021-11-12,2021-12-04,2021-12-12,Returned
7696,9559,2021-06-06,2021-07-06,2021-07-13,Active
3654,7547,2020-12-07,2020-12-30,2021-01-01,Active
9432,11173,2021-11-10,2021-12-03,2021-12-05,Active
6521,10582,2020-05-06,2020-05-28,2020-05-28,Overdue
2817,9170,2022-08-15,2022-09-12,,Returned
3706,2738,2022-04-05,2022-04-16,2022-04-16,Active
9280,6856,2020-05-01,2020-05-19,2020-05-23,Returned
8929,6954,2020-02-12,2020-03-03,2020-03-06,Active
7215,7310,2021-05-10,2021-05-29,,Overdue
7335,6284,2022-09-04,2022-09-29,,Returned
3987,13820,2021-10-25,2021-11-18,2021-11-22,Returned
2757,851,2020-02-18,2020-03-07,,Returned
626,5970,2020-10-08,2020-11-02,,Returned
7888,14420,2021-01-31,2021-02-13,2021-02-21,Active
186,8650,2022-10-03,2022-11-02,2022-11-07,Returned
2418,13463,2020-02-02,2020-02-09,2020-02-19,Overdue
5361,8609,2021-06-05,2021-06-18,2021-06-21,Active
7743,8646,2022-11-15,2022-12-09,2022-12-11,Active
4289,4711,2022-02-28,2022-03-23,,Returned
7785,7560,2021-06-04,2021-06-27,,Overdue
9239,4445,2022-09-24,2022-10-07,2022-10-08,Returned
1736,4712,2022-11-29,2022-12-17,2022-12-17,Returned
3598,12293,2021-04-08,2021-04-26,2021-05-01,Returned
2371,10618,2020-01-08,2020-02-07,2020-02-14,Active
4807,14137,2020-11-06,2020-11-23,2020-11-29,Returned
7916,14721,2022-12-19,2023-01-16,2023-01-21,Overdue
197,9633,2020-05-28,2020-06-24,2020-06-25,Active
2715,12328,2022-09-26,2022-10-25,2022-11-03,Overdue
2754,761,2022-01-02,2022-01-13,,Overdue
8412,5473,2021-06-27,2021-07-12,2021-07-13,Overdue
7425,8208,2021-03-27,2021-04-18,2021-04-28,Returned
4281,7367,2022-04-09,2022-04-25,2022-04-26,Returned
8451,11905,2020-02-02,2020-03-02,2020-03-12,Active
7521,12654,2021-06-26,2021-07-03,2021-07-10,Active
5718,14024,2022-12-02,2022-12-09,2022-12-13,Overdue
3099,4552,2020-06-27,2020-07-11,2020-07-21,Overdue
9086,12072,2021-09-25,2021-10-16,2021-10-25,Overdue
6246,1177,2020-04-28,2020-05-15,2020-05-18,Returned
2217,10897,2022-05-19,2022-06-18,2022-06-18,Active
7158,14138,2020-05-07,2020-05-27,2020-05-29,Returned
